BioProject;Run;SampleName;Height;Date;Substrate;Species;PlantPhenotype;Location;Environment;Treatment;Type;Plot;TreeID;Substrat
PRJEB40635;ERR4653730;9R5;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;DNA;9;NA;NA
PRJEB40635;ERR4653731;10R1C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;DNA;10;NA;NA
PRJEB40635;ERR4653732;10R2;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;DNA;10;NA;NA
PRJEB40635;ERR4653733;10R2C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;DNA;10;NA;NA
PRJEB40635;ERR4653734;10R3C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;DNA;10;NA;NA
PRJEB40635;ERR4653735;10R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;DNA;10;NA;NA
PRJEB40635;ERR4653736;R1R2;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;1;NA;NA
PRJEB40635;ERR4653737;R1R2C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;1;NA;NA
PRJEB40635;ERR4653738;R1R3;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;1;NA;NA
PRJEB40635;ERR4653739;R1R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;1;NA;NA
PRJEB40635;ERR4653740;R1R4C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;1;NA;NA
PRJEB40635;ERR4653741;R2R1C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;2;NA;NA
PRJEB40635;ERR4653742;R2R2C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;2;NA;NA
PRJEB40635;ERR4653743;R2R3C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;2;NA;NA
PRJEB40635;ERR4653744;R2R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;2;NA;NA
PRJEB40635;ERR4653745;R2R5;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;2;NA;NA
PRJEB40635;ERR4653746;R3R1;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;3;NA;NA
PRJEB40635;ERR4653747;R3R3;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;3;NA;NA
PRJEB40635;ERR4653748;R3R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;3;NA;NA
PRJEB40635;ERR4653749;R3R4C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;3;NA;NA
PRJEB40635;ERR4653750;R3R5C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;3;NA;NA
PRJEB40635;ERR4653751;R4R2;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;4;NA;NA
PRJEB40635;ERR4653752;R4R2C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;4;NA;NA
PRJEB40635;ERR4653753;R4R3C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;4;NA;NA
PRJEB40635;ERR4653754;R4R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;4;NA;NA
PRJEB40635;ERR4653755;R4R5C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;4;NA;NA
PRJEB40635;ERR4653756;R5R1;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;5;NA;NA
PRJEB40635;ERR4653757;R5R2;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;5;NA;NA
PRJEB40635;ERR4653758;R5R3;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;5;NA;NA
PRJEB40635;ERR4653759;R5R3C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;5;NA;NA
PRJEB40635;ERR4653760;R5R5C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;5;NA;NA
PRJEB40635;ERR4653761;R6R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;6;NA;NA
PRJEB40635;ERR4653762;R6R5;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;6;NA;NA
PRJEB40635;ERR4653763;R6R5C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;6;NA;NA
PRJEB40635;ERR4653764;R7R1;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;7;NA;NA
PRJEB40635;ERR4653765;R7R1C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;7;NA;NA
PRJEB40635;ERR4653766;R7R3;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;7;NA;NA
PRJEB40635;ERR4653767;R7R4C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;7;NA;NA
PRJEB40635;ERR4653768;R8R1;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;8;NA;NA
PRJEB40635;ERR4653769;R8R3C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;8;NA;NA
PRJEB40635;ERR4653770;R8R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;8;NA;NA
PRJEB40635;ERR4653771;R8R4C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;8;NA;NA
PRJEB40635;ERR4653772;R8R5C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;8;NA;NA
PRJEB40635;ERR4653773;R9R1;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;9;NA;NA
PRJEB40635;ERR4653774;R9R1C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;9;NA;NA
PRJEB40635;ERR4653775;R9R2;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;9;NA;NA
PRJEB40635;ERR4653776;R9R2C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;9;NA;NA
PRJEB40635;ERR4653777;R9R5;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;9;NA;NA
PRJEB40635;ERR4653778;R10R1C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;10;NA;NA
PRJEB40635;ERR4653779;R10R2;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;10;NA;NA
PRJEB40635;ERR4653780;R10R2C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;10;NA;NA
PRJEB40635;ERR4653781;R10R3C;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Control;cDNA;10;NA;NA
PRJEB40635;ERR4653782;R10R4;NA;Summer 2017;Moss;Racomitrium lanuginosum;NA;Au_kuluhei_i - Iceland;Tundra;Warmed;cDNA;10;NA;NA
PRJEB43933;ERR5554026;PSI_1;NA;Summer 2020;Photovoltaic panel;NA;NA;Itatiba - Brazil;Tropical;NA;NA;NA;NA;NA
PRJEB43933;ERR5554027;PSI_2;NA;Summer 2020;Photovoltaic panel;NA;NA;Itatiba - Brazil;Tropical;NA;NA;NA;NA;NA
PRJEB43933;ERR5554028;PSI_3;NA;Summer 2020;Photovoltaic panel;NA;NA;Itatiba - Brazil;Tropical;NA;NA;NA;NA;NA
PRJEB43933;ERR5554029;PSR_1;NA;Summer 2020;Photovoltaic panel;NA;NA;Sorocaba - Brazil;Tropical;NA;NA;NA;NA;NA
PRJEB43933;ERR5554030;PSR_2;NA;Summer 2020;Photovoltaic panel;NA;NA;Sorocaba - Brazil;Tropical;NA;NA;NA;NA;NA
PRJEB43933;ERR5554031;PSR_3;NA;Summer 2020;Photovoltaic panel;NA;NA;Sorocaba - Brazil;Tropical;NA;NA;NA;NA;NA
PRJEB59055;ERR11006514;MT1_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible;Tulln - Austria;Greenhouse;NA;NA;NA;NA;NA
PRJEB59055;ERR11006515;MT2_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible;Tulln - Austria;Greenhouse;NA;NA;NA;NA;NA
PRJEB59055;ERR11006516;MT3_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible;Tulln - Austria;Greenhouse;NA;NA;NA;NA;NA
PRJEB59055;ERR11006517;MT4_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible;Tulln - Austria;Greenhouse;NA;NA;NA;NA;NA
PRJEB59055;ERR11006518;BW1_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible(excluded);Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006519;BW2_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible(excluded);Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006520;BW3_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible(excluded);Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006521;BW4_2015_GRP;NA;Summer 2015;Leaves;Grapevine;Susceptible(excluded);Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006522;AL1_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006523;AL2_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006524;AL3_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006525;AL4_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006526;LA1_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006527;LA2_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006528;LA3_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006529;LA4_2015_GRP;NA;Summer 2015;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006530;AM1_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006531;AM2_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006532;AM3_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006533;AM4_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006534;RI1_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006535;RI2_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006536;RI3_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006537;RI4_2015_GRP;NA;Summer 2015;Leaves;Grapevine;HighlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006539;SY2_2015_GRP;NA;Summer 2015;Leaves;Grapevine;ModeratelyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006540;SY3_2015_GRP;NA;Summer 2015;Leaves;Grapevine;ModeratelyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006541;SY4_2015_GRP;NA;Summer 2015;Leaves;Grapevine;ModeratelyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJEB59055;ERR11006554;LA1_2014_GRP;NA;Autumn 2014;Leaves;Grapevine;LowlyResistant;Graz - Austria;Temperate;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482402;DL001;NA;Summer 2019;Leaves;Juglans mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482401;DL002;NA;Summer 2019;Leaves;Ribes pulchellum;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482400;DL003;NA;Summer 2019;Leaves;Acer pictum subsp. mono;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482399;DL004;NA;Summer 2019;Leaves;Prunus padus;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482398;DL005;NA;Summer 2019;Leaves;Hydrangea bretschneideri;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482397;DL006;NA;Summer 2019;Leaves;Hydrangea bretschneideri;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482395;DL007;NA;Summer 2019;Leaves;Quercus mongolica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482394;DL008;NA;Summer 2019;Leaves;restricted access;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482393;DL009;NA;Summer 2019;Leaves;Sorbus discolor;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482392;DL010;NA;Summer 2019;Leaves;Syringa reticulata subsp. pekinensis;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482391;DL011;NA;Summer 2019;Leaves;Juglans mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482390;DL012;NA;Summer 2019;Leaves;Zabelia biflora;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482389;DL013;NA;Summer 2019;Leaves;Acer pictum subsp. mono;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482387;DL015;NA;Summer 2019;Leaves;Syringa pubescens;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482388;DL014;NA;Summer 2019;Leaves;Zabelia biflora;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482386;DL016;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482383;DL018;NA;Summer 2019;Leaves;Acer pictum subsp. mono;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482384;DL017;NA;Summer 2019;Leaves;Lonicera chrysantha;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482382;DL019;NA;Summer 2019;Leaves;Zabelia biflora;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482381;DL020;NA;Summer 2019;Leaves;Juglans mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482380;DL021;NA;Summer 2019;Leaves;Ulmus laciniata;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482379;DL022;NA;Summer 2019;Leaves;Prunus padus;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482378;DL023;NA;Summer 2019;Leaves;Ulmus laciniata;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482377;DL024;NA;Summer 2019;Leaves;Tilia mongolica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482376;DL025;NA;Summer 2019;Leaves;Ulmus laciniata;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482375;DL026;NA;Summer 2019;Leaves;Rhamnus davurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482373;DL027;NA;Summer 2019;Leaves;Sorbus discolor;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482372;DL028;NA;Summer 2019;Leaves;Acer pictum subsp. mono;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482370;DL030;NA;Summer 2019;Leaves;Quercus mongolica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482371;DL029;NA;Summer 2019;Leaves;Quercus mongolica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482369;DL031;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482367;DL033;NA;Summer 2019;Leaves;Sorbus discolor;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482368;DL032;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482365;DL035;NA;Summer 2019;Leaves;Rhamnus davurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482366;DL034;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482364;DL037;NA;Summer 2019;Leaves;Juglans mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482361;DL039;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482362;DL038;NA;Summer 2019;Leaves;Sorbus discolor;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482360;DL040;NA;Summer 2019;Leaves;Prunus padus;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482359;DL041;NA;Summer 2019;Leaves;Fraxinus chinensis subsp. rhynchophylla;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482358;DL042;NA;Summer 2019;Leaves;Fraxinus bungeana;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482356;DL045;NA;Summer 2019;Leaves;Rhododendron micranthum;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482355;DL046;NA;Summer 2019;Leaves;Deutzia grandiflora;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482357;DL044;NA;Summer 2019;Leaves;Rhododendron micranthum;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482354;DL047;NA;Summer 2019;Leaves;Fraxinus chinensis subsp. rhynchophylla;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482353;DL048;NA;Summer 2019;Leaves;Ulmus pumila;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482351;DL049;NA;Summer 2019;Leaves;Lespedeza bicolor;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482350;DL051;NA;Summer 2019;Leaves;Syringa pubescens;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482476;DL115;NA;Summer 2019;Leaves;Rhododendron mucronulatum;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482475;DL116;NA;Summer 2019;Leaves;Rhamnus globosa;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482474;DL121;NA;Summer 2019;Leaves;Prunus armeniaca;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482473;DL125;NA;Summer 2019;Leaves;Lonicera chrysantha;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482472;DL126;NA;Summer 2019;Leaves;Tilia mongolica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482471;DL127;NA;Summer 2019;Leaves;Ulmus macrocarpa;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482470;DL128;NA;Summer 2019;Leaves;Larix gmelinii var. principis-rupprechtii;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482469;DL129;NA;Summer 2019;Leaves;Prunus armeniaca;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482468;DL130;NA;Summer 2019;Leaves;Eleutherococcus senticosus;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482467;DL131;NA;Summer 2019;Leaves;Prunus armeniaca;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482465;DL133;NA;Summer 2019;Leaves;Salix phylicifolia;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482464;DL134;NA;Summer 2019;Leaves;restricted access;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482463;DL135;NA;Summer 2019;Leaves;Lonicera chrysantha;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482462;DL136;NA;Summer 2019;Leaves;Larix gmelinii var. principis-rupprechtii;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482185;DL081;NA;Summer 2019;Leaves;Sorbus discolor;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482184;DL082;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482183;DL083;NA;Summer 2019;Leaves;Ulmus laciniata;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482182;DL084;NA;Summer 2019;Leaves;Deutzia parviflora;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482181;DL085;NA;Summer 2019;Leaves;Betula davurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482180;DL086;NA;Summer 2019;Leaves;Hydrangea bretschneideri;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482179;DL087;NA;Summer 2019;Leaves;Spiraea pubescens;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482178;DL088;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482177;DL089;NA;Summer 2019;Leaves;restricted access;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482176;DL090;NA;Summer 2019;Leaves;Deutzia parviflora;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482174;DL091;NA;Summer 2019;Leaves;Betula platyphylla;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482173;DL092;NA;Summer 2019;Leaves;Prunus davidiana;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482171;DL095;NA;Summer 2019;Leaves;Spiraea pubescens;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482172;DL094;NA;Summer 2019;Leaves;Tilia mongolica;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482170;DL096;NA;Summer 2019;Leaves;Prunus davidiana;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25482169;DL097;NA;Summer 2019;Leaves;Larix gmelinii var. principis-rupprechtii;NA;China: Beijing;Temperate Forest;NA;NA;NA;NA;NA
