BioProject;Run;SampleName;Height;Date;Substrate;Species;PlantPhenotype;Location;Environment;Treatment;Type;Plot;TreeID;Substrat
PRJNA1001021-5k;SRR25480616;D19;NA;Summer 2019;Leaves;Lindera chunii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480615;D20;NA;Summer 2019;Leaves;Lindera chunii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480614;D21;NA;Summer 2019;Leaves;Artocarpus styracifolius;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480613;D22;NA;Summer 2019;Leaves;Machilus breviflora;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480612;D23;NA;Summer 2019;Leaves;Rhododendron mariae;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480611;D24;NA;Summer 2019;Leaves;Heptapleurum heptaphyllum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480629;D5;NA;Summer 2019;Leaves;Archidendron lucidum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480628;D6;NA;Summer 2019;Leaves;Machilus chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480627;D7;NA;Summer 2019;Leaves;Euonymus laxiflorus;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481063;D77;NA;Summer 2019;Leaves;Lindera metcalfiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481062;D78;NA;Summer 2019;Leaves;Myrsine seguinii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481061;D79;NA;Summer 2019;Leaves;Rhododendron henryi;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481060;D80;NA;Summer 2019;Leaves;Canarium album;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481059;D81;NA;Summer 2019;Leaves;Aporosa yunnanensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481057;D82;NA;Summer 2019;Leaves;Blastus cochinchinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481056;D83;NA;Summer 2019;Leaves;Cryptocarya chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481055;D84;NA;Summer 2019;Leaves;Mischocarpus pentapetalus;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481054;D85;NA;Summer 2019;Leaves;Cryptocarya chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481053;D86;NA;Summer 2019;Leaves;Syzygium rehderianum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481052;D87;NA;Summer 2019;Leaves;Machilus chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481051;D88;NA;Summer 2019;Leaves;Macaranga sampsonii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481050;D89;NA;Summer 2019;Leaves;Ardisia quinquegona;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480626;D9;NA;Summer 2019;Leaves;Myrsine seguinii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481049;D90;NA;Summer 2019;Leaves;Cryptocarya concinna;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481048;D91;NA;Summer 2019;Leaves;Macaranga sampsonii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481046;D92;NA;Summer 2019;Leaves;Sarcosperma laurinum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481045;D93;NA;Summer 2019;Leaves;Ardisia quinquegona;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481044;D94;NA;Summer 2019;Leaves;Cryptocarya chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25481043;D95;NA;Summer 2019;Leaves;Psychotria asiatica;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480689;H212;NA;Summer 2019;Leaves;Castanopsis fabri;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480633;D2;NA;Summer 2019;Leaves;Cryptocarya concinna;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480632;D3;NA;Summer 2019;Leaves;Archidendron lucidum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480630;D4;NA;Summer 2019;Leaves;Archidendron lucidum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480718;H184;NA;Summer 2019;Leaves;Adinandra millettii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480717;H185;NA;Summer 2019;Leaves;Symplocos sumuntia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480716;H186;NA;Summer 2019;Leaves;Eurya nitida;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480715;H187;NA;Summer 2019;Leaves;Pittosporum glabratum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480714;H188;NA;Summer 2019;Leaves;Archidendron lucidum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480713;H189;NA;Summer 2019;Leaves;Quercus auricoma;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480712;H190;NA;Summer 2019;Leaves;Daphniphyllum oldhami;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480711;H191;NA;Summer 2019;Leaves;Symplocos stellaris;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480710;H192;NA;Summer 2019;Leaves;Adinandra millettii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480708;H194;NA;Summer 2019;Leaves;Ilex pubescens;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480707;H195;NA;Summer 2019;Leaves;Cinnamomum subavenium;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480706;H196;NA;Summer 2019;Leaves;Castanopsis carlesii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480705;H197;NA;Summer 2019;Leaves;Adinandra millettii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480704;H198;NA;Summer 2019;Leaves;Ormosia fordiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480703;H199;NA;Summer 2019;Leaves;Rhododendron simsii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480702;H200;NA;Summer 2019;Leaves;Symplocos lancifolia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480701;H201;NA;Summer 2019;Leaves;Daphniphyllum oldhami;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480700;H202;NA;Summer 2019;Leaves;Exbucklandia tonkinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480699;H203;NA;Summer 2019;Leaves;Daphniphyllum oldhami;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480697;H204;NA;Summer 2019;Leaves;Aidia canthioides;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480696;H205;NA;Summer 2019;Leaves;Quercus auricoma;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480695;H206;NA;Summer 2019;Leaves;Rhododendron kwangtungense;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480694;H207;NA;Summer 2019;Leaves;Rhododendron kwangtungense;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480693;H208;NA;Summer 2019;Leaves;Aidia canthioides;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480692;H209;NA;Summer 2019;Leaves;Rhododendron kwangtungense;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480691;H210;NA;Summer 2019;Leaves;Aidia canthioides;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480690;H211;NA;Summer 2019;Leaves;Archidendron clypearia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480729;H43;NA;Summer 2019;Leaves;Syzygium buxifolium;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480728;H44;NA;Summer 2019;Leaves;Liquidambar chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480727;H45;NA;Summer 2019;Leaves;Myrsine seguinii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480726;H46;NA;Summer 2019;Leaves;Ormosia glaberrima;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480724;H48;NA;Summer 2019;Leaves;Symplocos congesta;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480723;H49;NA;Summer 2019;Leaves;Rhododendron simsii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480722;H50;NA;Summer 2019;Leaves;Itea chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480721;H51;NA;Summer 2019;Leaves;Eurya hebeclados;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480720;H52;NA;Summer 2019;Leaves;Lindera chunii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480719;H53;NA;Summer 2019;Leaves;Itea chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480749;H23;NA;Summer 2019;Leaves;Symplocos stellaris;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480750;H22;NA;Summer 2019;Leaves;Ilex memecylifolia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480748;H24;NA;Summer 2019;Leaves;Lindera chunii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480744;H27;NA;Summer 2019;Leaves;Diospyros morrisiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480745;H26;NA;Summer 2019;Leaves;Liquidambar chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480746;H25;NA;Summer 2019;Leaves;Neolitsea phanerophlebia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480741;H30;NA;Summer 2019;Leaves;Cryptocarya concinna;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480743;H28;NA;Summer 2019;Leaves;Neolitsea phanerophlebia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480742;H29;NA;Summer 2019;Leaves;Cryptocarya concinna;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480740;H31;NA;Summer 2019;Leaves;Morella rubra;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480738;H34;NA;Summer 2019;Leaves;Castanopsis nigrescens;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480739;H33;NA;Summer 2019;Leaves;Camellia caudata;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480737;H35;NA;Summer 2019;Leaves;Ormosia glaberrima;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480735;H36;NA;Summer 2019;Leaves;Ormosia fordiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480734;H37;NA;Summer 2019;Leaves;Xanthophyllum hainanense;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480732;H39;NA;Summer 2019;Leaves;Xanthophyllum hainanense;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480733;H38;NA;Summer 2019;Leaves;Cinnamomum parthenoxylon;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480731;H40;NA;Summer 2019;Leaves;Ilex rotunda;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480730;H41;NA;Summer 2019;Leaves;Syzygium buxifolium;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480317;D36;NA;Summer 2019;Leaves;Schoepfia chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480316;D37;NA;Summer 2019;Leaves;Neolitsea umbrosa;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480315;D38;NA;Summer 2019;Leaves;Machilus chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480313;D40;NA;Summer 2019;Leaves;Syzygium acuminatissimum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480312;D41;NA;Summer 2019;Leaves;Engelhardia roxburghiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480311;D42;NA;Summer 2019;Leaves;Euonymus laxiflorus;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480310;D43;NA;Summer 2019;Leaves;Archidendron turgidum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480309;D44;NA;Summer 2019;Leaves;Ormosia glaberrima;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480308;D45;NA;Summer 2019;Leaves;Ormosia glaberrima;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480307;D46;NA;Summer 2019;Leaves;Diospyros morrisiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480306;D47;NA;Summer 2019;Leaves;Engelhardia roxburghiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480305;D48;NA;Summer 2019;Leaves;Reevesia thyrsoidea;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480304;D49;NA;Summer 2019;Leaves;Reevesia thyrsoidea;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480301;D50;NA;Summer 2019;Leaves;Diospyros morrisiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480300;D51;NA;Summer 2019;Leaves;Ilex triflora;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480299;D52;NA;Summer 2019;Leaves;Artocarpus styracifolius;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480298;D53;NA;Summer 2019;Leaves;Archidendron turgidum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480297;D54;NA;Summer 2019;Leaves;Canarium album;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480296;D55;NA;Summer 2019;Leaves;Heptapleurum heptaphyllum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480295;D56;NA;Summer 2019;Leaves;Lindera metcalfiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480294;D57;NA;Summer 2019;Leaves;Ormosia fordiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480293;D58;NA;Summer 2019;Leaves;Mischocarpus pentapetalus;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480292;D59;NA;Summer 2019;Leaves;Diospyros morrisiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480290;D60;NA;Summer 2019;Leaves;Schima superba;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480289;D61;NA;Summer 2019;Leaves;Ormosia glaberrima;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480288;D63;NA;Summer 2019;Leaves;Syzygium acuminatissimum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480287;D64;NA;Summer 2019;Leaves;Castanopsis fissa;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480286;D65;NA;Summer 2019;Leaves;Rhododendron henryi;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480285;D66;NA;Summer 2019;Leaves;Heptapleurum heptaphyllum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480284;D68;NA;Summer 2019;Leaves;Ilex triflora;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480283;D69;NA;Summer 2019;Leaves;Glochidion wrightii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480282;D70;NA;Summer 2019;Leaves;Euonymus laxiflorus;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480281;D71;NA;Summer 2019;Leaves;Rhododendron tingwuense;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480279;D72;NA;Summer 2019;Leaves;Neolitsea umbrosa;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480278;D73;NA;Summer 2019;Leaves;Myrsine seguinii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480277;D74;NA;Summer 2019;Leaves;Castanopsis fissa;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480276;D75;NA;Summer 2019;Leaves;Elaeocarpus dubius;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480275;D76;NA;Summer 2019;Leaves;Lindera metcalfiana;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480417;H18;NA;Summer 2019;Leaves;Machilus breviflora;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480416;H19;NA;Summer 2019;Leaves;Xanthophyllum hainanense;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480415;H20;NA;Summer 2019;Leaves;Litsea elongata;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480414;H21;NA;Summer 2019;Leaves;Cinnamomum subavenium;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480413;H54;NA;Summer 2019;Leaves;Photinia prunifolia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480412;H55;NA;Summer 2019;Leaves;Reevesia thyrsoidea Lindl.;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480411;H56;NA;Summer 2019;Leaves;Tetradium glabrifolium;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480410;H57;NA;Summer 2019;Leaves;Symplocos lancifolia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480408;H58;NA;Summer 2019;Leaves;Schoepfia chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480407;H59;NA;Summer 2019;Leaves;Elaeocarpus decipiens;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480406;H61;NA;Summer 2019;Leaves;Cryptocarya chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480405;H62;NA;Summer 2019;Leaves;Morella rubra;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480404;H63;NA;Summer 2019;Leaves;Reevesia thyrsoidea Lindl.;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480403;H64;NA;Summer 2019;Leaves;Ternstroemia gymnanthera;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480402;H65;NA;Summer 2019;Leaves;Camellia caudata;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480401;H66;NA;Summer 2019;Leaves;Myrsine seguinii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480400;H67;NA;Summer 2019;Leaves;Ternstroemia gymnanthera;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480399;H68;NA;Summer 2019;Leaves;Myrsine seguinii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480397;H69;NA;Summer 2019;Leaves;Schoepfia chinensis;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480396;H71;NA;Summer 2019;Leaves;Syzygium buxifolium;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480395;H73;NA;Summer 2019;Leaves;Cinnamomum parthenoxylon;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480394;H74;NA;Summer 2019;Leaves;Corylopsis multiflora;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480393;H75;NA;Summer 2019;Leaves;Tetradium glabrifolium;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480392;H76;NA;Summer 2019;Leaves;Ternstroemia gymnanthera;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480391;H77;NA;Summer 2019;Leaves;Myrsine seguinii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480390;H78;NA;Summer 2019;Leaves;Castanopsis carlesii;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480389;H79;NA;Summer 2019;Leaves;Distylium racemosum;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480388;H81;NA;Summer 2019;Leaves;Quercus auricoma;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480386;H82;NA;Summer 2019;Leaves;Machilus breviflora;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480385;H83;NA;Summer 2019;Leaves;Symplocos congesta;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480384;H84;NA;Summer 2019;Leaves;Eurya hebeclados;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480383;H85;NA;Summer 2019;Leaves;Ormosia glaberrima;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480382;H86;NA;Summer 2019;Leaves;Reevesia thyrsoidea Lindl.;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480434;H1;NA;Summer 2019;Leaves;Styrax odoratissimus;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480425;H10;NA;Summer 2019;Leaves;Litsea rotundifolia var. oblongifolia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480424;H12;NA;Summer 2019;Leaves;Symplocos congesta;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480423;H13;NA;Summer 2019;Leaves;Ilex memecylifolia;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480422;H14;NA;Summer 2019;Leaves;Elaeocarpus decipiens;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480420;H15;NA;Summer 2019;Leaves;Elaeocarpus decipiens;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480419;H16;NA;Summer 2019;Leaves;Eurya hebeclados;NA;China: Guangdong province;Tropical Forest;NA;NA;NA;NA;NA
